"Y.NetChange","microclimate_buffer","Kfs","ETmean","litter_weight","decomp.all.t1","soil_decomp_metabo","soil_herbi_metabo","soil_predator_metabo","insect_predator_N","vert_insecti_activity","soilNC","soil_decompact","soilP","PollRate","insect_pollinator_N","invasion_resist","seed_N_native","total_AGB","Tot_BA_inc"
344.44475,0.134408602150538,0.0004769,197.1865577,10.24295455,54.67328371,16.75595,0.13227,5.09236,37,243.47,0.0980560966323539,0.87719298245614,0.0333028143333333,0.323232323,22,45,989,39.61603492,0.923711787
371.85945,0.144927536231884,0.010219,165.3665675,19.71681818,82.32365145,4.96274,0.6114,1.18029,31,374.45,0.08484716277835,0.8,0.680350498,0.216666667,23,100,6,33.32322131,1.229986931
1091.91955,0.146842878120411,0.003791,178.4558227,1.315909091,84.74295191,27.60455,0.32466,12.97477,27,69.08,0.106136718734553,0.934579439252336,0.03957019,0.840490798,73,95,94,33.46953343,0.881647923
-170.9735,0.151057401812689,0.001095,128.4609135,12.45,83.26394671,15.23143,0.04539,1.10329,34,512.8,0.097804667232236,0.884955752212389,0.390843322333333,0.849462366,36,55,10113,34.76393903,0.276761746
4403.12715,0.15527950310559,0.005401,183.4044133,29.89342105,46.9269103,6.06226,0.08235,10.07202,39,147.43,0.0877373095428772,0.826446280991736,0.0227789843333333,0.169642857,28,45,238,39.51093213,4.131645109
-27.81675,0.156985871271586,0.005343,157.2634239,12.13022727,60.54817276,22.69869,0.1512,2.19523,28,496.82,0.0883669950316357,0.840336134453782,0.0694913783333333,0.612903226,19,65,23,57.9826572,1.994081955
-172.850549999999,0.137931034482759,0.01142,153.1141819,5.575227273,18.55241265,17.53858,0.10632,3.38553,31,183.39,0.0935470184570191,1.28205128205128,0.0729592533333333,1.060606061,17,90,146,42.34946002,2.720274105
90.5872500000001,0.174825174825175,0.002866,148.0723817,2.769545455,49.33333333,1.52289,0.0525,2.44392,12,25.51,0.0912760198906022,0.813008130081301,0.0394884733333333,0.25,28,50,129,45.673992,0
267.1805,0.15527950310559,0.00495434,276.8050677,14.14704545,53.73134328,10.37802,0.06516,1.03962,18,352.18,0.0859074971890229,0.806451612903226,0.261609928,0.559322034,35,65,1514,42.751713,1.507683301
-474.86435,0.131233595800525,0.014178132,298.8642113,15.84886364,57.0719603,14.71956,0.2139,5.59937,37,757.086,0.0957289828802172,0.970873786407767,0.0454279423333333,0.385057471,81,65,382,25.60710171,0
-984.4365,0.148148148148148,0.000981482,202.507111,8.156590909,61.31447587,10.59795,0.04344,1.57397,15,1580.57,0.107847863915745,0.840336134453782,0.057978313,0.683673469,41,65,53,46.29602482,0.152108848
661.19935,0.134589502018843,0.0147,364.3231836,8.396590909,61.47473074,27.06269,0.07602,3.55363,16,221.87,0.0890538884352705,0.884955752212389,0.174131694666667,0.850241546,65,88,372,33.52116417,0.243121572
-620.0095,0.151057401812689,0.004969,234.4416147,28.33416667,57.16652858,6.09655,0.02496,2.81929,22,28,0.0897546227043231,0.87719298245614,0.0533164613333333,0,21,82,130,88.48848278,10.6791625
583.7925,0.149476831091181,0.011534385,167.2472402,4.455,70.91963546,6.98721,0.11379,2.42574,39,420.2,0.0971881269321017,0.840336134453782,0.0616726493333333,0.88372093,49,90,116,49.24962029,0.349909804
441.193050000001,0.156739811912226,0.012490851,36.23100203,24.28909091,84.24543947,11.51607,0.03258,2.1284,23,239.7,0.0943458829171384,0.925925925925926,0.037206522,0.591836735,36,50,56,46.70721454,5.496946179
466.09875,0.148148148148148,0.003386627,31.05127391,3.489545455,70.52980132,7.36581,0.03453,1.28157,22,91.29,0.0947635229888202,0.862068965517241,0.0293175553333333,0.828571429,9,50,112,43.66891818,0.963083502
3060.72065,0.134408602150538,0.006329,358.8782449,15.79090909,70.67108534,18.31148,0.22806,18.58055,49,97.33,0.0962887560692109,0.833333333333333,0.239839991333333,0.304,66,70,185,42.02666841,1.150359535
324.76275,0.16,0.000727688,251.4652046,9.627272727,52.44003309,9.40571,0.01944,0.88469,14,184.974,0.0975294771652622,0.862068965517241,0.0495920353333333,0,22,50,158,52.02308295,3.211923488
1019.71335,0.144092219020173,0.003486591,251.8311158,31.81147059,62.9445823,14.65108,0.0543,4.24795,34,1117.82,0.100995098238186,0.884955752212389,0.0381511386666667,0.348314607,25,72,198,44.10549667,2.521248467
-259.6795,0.141643059490085,0.001647321,230.2357243,22.75285714,70.46589018,9.89721,0.0444,0.55388,22,313.684,0.0946326178090061,0.980392156862745,0.0683218773333333,0.905660377,63,55,171,44.4249309,2.030936763
1273.1465,0.125,0.002914814,151.7608116,5.440434783,53.18444996,5.61232,0.29193,0.44387,29,97.76,0.0977228891683877,0.8,0.493476078666667,0.644230769,19,94,106,53.28637559,0.576592208
1195.30125,0.151057401812689,0.006042,239.4354114,2.75025,42.25352113,9.81447,0,2.85152,8,412.24,0.0925851339260757,0.78740157480315,0.0762429383333333,0,18,60,19,47.17337005,0.089481984
352.667650000001,0.129032258064516,0.004300819,36.0747498,24.52928571,73.77998346,16.29486,0.01719,0.37869,18,178.61,0.0956486088446913,0.909090909090909,0.0330208313333333,0.28358209,12,85,286,45.47718041,2.622263286
1467.81405,0.16,0.007064,214.8172424,12.54204545,88.71369295,21.95414,0.03777,0.51946,76,1818.32,0.0997714874417982,0.869565217391304,0.383475413333333,0.2,21,75,14,55.35383716,3.13799607
-259.76925,0.148148148148148,0.00248207,288.1726367,15.04636364,77.86069652,4.23592,0.00324,0.61125,12,139.74,0.0855834868393466,0.925925925925926,0.0569169843333333,0.666666667,19,55,10,64.9506755,0.331302936
4571.85515,0.139082058414465,0.005719,398.8488358,4.605681818,40.71310116,31.23385,0.22677,2.06051,16,1076.1,0.0951218183467684,0.757575757575758,0.0685283016666667,0.313653137,59,35,79,39.76174268,0.092326696
-811.1105,0.186219739292365,0.002079,110.9235352,15.50642857,88.50289495,14.27636,0.05481,2.23758,26,507.83,0.106379708873548,0.980392156862745,0.412602510666667,0.044444444,18,94,42,80.80699719,4.412990488
-918.65475,0.170068027210884,0.001632,220.2130117,3.375,61.62790698,2.06178,0.05316,0.74602,26,180.38,0.0887992219793273,0.925925925925926,0.199292398666667,0.346938776,10,70,59,42.48658144,1.262053167
303.72915,0.15527950310559,0.006244,286.5417423,6.5025,60.19900498,10.2693,0.15384,0.71227,22,22.4,0.0896161193079871,0.8,0.0450199883333333,0.101351351,22,75,2751,37.0332119,1.15767169
-1191.29305,0.156985871271586,0.0009707,18.37998104,19.5225,80.34825871,6.69289,0.105,0.953,12,2457.92,0.0961408705241614,0.78740157480315,0.038036898,0.041666667,14,91,19,71.06699914,4.191729885
291.30075,0.142857142857143,0.01268,254.4273039,6.196363636,79.13907285,14.07533,0.05574,1.72489,19,79.2,0.0989698385546239,0.826446280991736,0.384104697333333,0.645833333,17,70,110,44.97646153,1.275128476
784.7145,0.149476831091181,0.00461455,350.4094292,13.62886364,52.85832643,15.04709,0.03891,1.49374,32,70.9,0.095052353094322,1.05263157894737,0.0692194363333333,0.586666667,55,65,537,35.71389587,0.082253179
-541.390150000001,0.170357751277683,0.001457365,370.6637122,13.39295455,89.05472637,14.70118,0.0141,0.34178,22,110.4,0.0802602530160868,0.892857142857143,0.123759109333333,0.125,20,88,7,56.37041892,2.435183358
444.0325,0.129032258064516,0.002157,181.5491626,16.71571429,72.65948633,16.85051,0.02268,1.23065,92,1135.28,0.104398544881279,0.975609756097561,0.053494381,0.798913043,48,90,107,43.34594269,1.942909337
1820.36115,0.142247510668563,0.006238,280.002868,3.1575,70.17398509,11.05153,0.0444,0.48441,45,2432.14,0.110468461946498,1.0584250635055,0.149608909666667,0.755186722,13,85,143,33.30450337,0
-466.70415,0.134408602150538,0.00603,293.607088,15.01363636,76.26137304,24.41594,0.02367,2.85812,60,18.28,0.0955948690468582,1.04166666666667,0.0596259536666667,1.536231884,50,45,200,35.43894699,1.087215878
537.9185,0.146842878120411,0.005083,241.6635238,9.343636364,19.13835957,5.33972,0.02382,0.14605,50,86.44,0.10624351279113,1.01010101010101,0.324347644666667,0.936507937,13,75,20,33.24126859,0
-721.27715,0.128040973111396,0.0104,601.7818328,11.54857143,85.59602649,10.85486,0.25281,1.47151,17,622.21,0.102888173795484,1.16279069767442,0.0708569653333333,0.441558442,14,30,3787,34.9207293,0.366420837
-957.20625,0.152439024390244,0.007248,562.8687091,14.53916667,85.52522746,15.52802,0.00324,1.69029,20,753.9,0.104253615569152,0.892857142857143,0.171072531666667,0.875,19,50,73,50.38967351,0.48254549
-181.26225,0.140449438202247,0.00086486,326.6734503,4.416428571,86.84863524,9.68469,0.00633,0.99142,15,897.97,0.0976956704490829,0.934579439252336,0.0502315766666667,0.664285714,12,35,100,53.428068,0
140.8395,0.140449438202247,0.009548,325.4983754,1.8615,76.05985037,27.21328,0.50814,2.60124,74,326.42,0.0916344011364715,0.925925925925926,0.0630173306666667,0.700389105,44,94,406,43.65753494,0.4044023
930.35475,0.146842878120411,0.001456,247.822557,7.392272727,58.80398671,3.02639,0.01086,0.72459,42,146.84,0.088818988627114,0.869565217391304,0.037411593,0.246153846,16,45,210,45.01010599,0.444915493
1823.88065,0.144092219020173,0.001592087,393.1175995,4.352857143,82.64119601,3.0276,0.24762,0.71539,38,2677.1,0.0826885344371551,0.884955752212389,0.0887553806666667,0.28125,123,83,518,33.51364904,0.395962018
-520.56225,0.145560407569141,0.01758,531.2626069,12.35318182,62.2406639,14.05191,0.34176,1.37208,30,20.83,0.107827024832658,0.892857142857143,0.052087521,0.954545455,7,55,65,47.79867611,4.845152686
-4512.21495,0.141643059490085,0.01186,656.5587713,17.04,42.0746888,17.98079,0.03354,0.36334,40,315.17,0.106703342140943,1.31578947368421,0.0682959723333333,0.837837838,11,80,9,53.93510095,3.967874718
1236.14235,0.176991150442478,0.00545,260.6629506,5.814285714,77.99003322,17.71371,0.07842,2.30297,17,48.193,0.104824682414964,1.13636363636364,0.0837870293333333,0.878787879,12,70,63,33.46625166,1.206830055
674.60715,0.164203612479475,0.006969,281.0570076,18.63285714,74.62686567,9.89245,0.0585,2.76877,22,317.311,0.115763369042602,0.869565217391304,0.0534433183333333,0.619047619,17,65,360,45.53096645,1.261518704
1176.2925,0.146198830409357,0.003872,260.6959824,17.25285714,81.04304636,9.64422,0.01296,0.5729,35,335.13,0.0998336492086994,0.909090909090909,0.274001666666667,0.526785714,11,40,468,56.94418705,0.974784364
-279.208250000001,0.124069478908189,0.009433,619.7989858,2.553125,81.44159072,18.89454,0.03,0.48638,83,62,0.0979099484760644,0.775193798449612,0.0582049793333333,1.312267658,35,80,921,34.06297924,0.267164721
129.54825,0.122100122100122,0.003804,484.838656,9.540714286,29.56810631,0.09605,0.0525,0.30504,30,78.95,0.0955657796509702,1.03092783505155,0.063860566,1.125,9,90,731,44.47665038,2.395304177
-1484.77795,0.137931034482759,0.002432,465.1323402,9.444545455,68.66666667,5.12436,0.07746,3.69146,22,294.1,0.0865945305124702,0.892857142857143,0.0384807516666667,1.516666667,19,60,160,61.88284231,1.771811133
-362.46215,0.153846153846154,0.001522313,318.8069882,5.535681818,80.89700997,19.52124,0.04992,3.51285,54,10.38,0.087830957728883,0.925925925925926,0.525863108666667,0.086378738,48,75,556,32.5000207,0.028257448
-12.985,0.149476831091181,0.001044,165.6605172,2.628571429,55.00413565,2.97847,0.18003,0.89201,27,4.2,0.083896868888051,0.854700854700855,0.271861298666667,0.464150943,10,87,38,30.16584,0
-80.625,0.146842878120411,0.002587,258.4881114,6.27,80.01665279,9.45968,0.05574,0.24553,17,358.8,0.0845290619598689,0.719424460431655,0.0344668756666667,0.451162791,15,75,75,49.981812,0
-86.075,0.146842878120411,0.0009572,39.17045331,6.045681818,85.42880933,10.14517,0.0159,0.99179,19,11,0.0824848550379416,0.961538461538461,0.040233023,0.173076923,42,90,449,49.120248,0
12.715,0.141643059490085,0.002583,242.9308924,1.395,NA,19.90314,0.00648,0.63275,27,62.62,0.094952737386279,0.854700854700855,0.0297787216666667,1.217391304,27,78,405,47.39712,0
