"PlotID","Lat","Long","Size","Treatment","DivLev","Composition","Nb_planted_trees","Function","value"
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Predators (arthropods)",0.315
22,-1.949,103.249,5,"Island",2,"BF",6,"Predators (arthropods)",0.087
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Predators (arthropods)",0.196
24,-1.948,103.254,40,"Island",2,"CE",400,"Predators (arthropods)",0.826
25,-1.949,103.256,5,"Island",1,"A",6,"Predators (arthropods)",0.13
26,-1.948,103.257,40,"Island",2,"DF",400,"Predators (arthropods)",0.174
27,-1.95,103.246,10,"Island",2,"AE",24,"Predators (arthropods)",0.283
28,-1.95,103.248,5,"Island",1,"B",6,"Predators (arthropods)",0.283
29,-1.95,103.249,40,"Island",3,"BCD",399,"Predators (arthropods)",0.239
30,-1.95,103.253,20,"Island",1,"E",100,"Predators (arthropods)",0.13
31,-1.95,103.254,5,"Island",1,"C",6,"Predators (arthropods)",0.207
32,-1.95,103.256,10,"Island",2,"CF",24,"Predators (arthropods)",0.348
33,-1.95,103.257,20,"Island",3,"BDE",99,"Predators (arthropods)",0.239
34,-1.951,103.245,10,"Island",2,"BD",24,"Predators (arthropods)",1
35,-1.952,103.247,40,"Island",0,"Z",0,"Predators (arthropods)",0.489
36,-1.951,103.248,20,"Island",2,"AF",100,"Predators (arthropods)",0.652
37,-1.951,103.249,10,"Island",0,"Z",0,"Predators (arthropods)",0.543
38,-1.952,103.25,20,"Island",1,"D",100,"Predators (arthropods)",0.185
39,-1.951,103.252,5,"Island",2,"AC",6,"Predators (arthropods)",0.217
40,-1.951,103.257,5,"Island",0,"Z",0,"Predators (arthropods)",0.163
41,-1.953,103.244,10,"Island",1,"A",25,"Predators (arthropods)",0.804
42,-1.953,103.245,5,"Island",1,"D",6,"Predators (arthropods)",0.457
43,-1.95,103.259,40,"Island",1,"C",400,"Predators (arthropods)",0.413
44,-1.953,103.248,5,"Island",3,"BEF",6,"Predators (arthropods)",0.326
45,-1.953,103.249,40,"Island",1,"E",400,"Predators (arthropods)",0.435
46,-1.954,103.242,40,"Island",2,"AB",400,"Predators (arthropods)",0.185
47,-1.954,103.244,20,"Island",2,"BE",100,"Predators (arthropods)",0.239
48,-1.954,103.245,10,"Island",3,"CEF",24,"Predators (arthropods)",0.38
49,-1.954,103.247,40,"Island",1,"F",400,"Predators (arthropods)",0.902
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Predators (arthropods)",0.326
51,-1.954,103.249,20,"Island",1,"A",100,"Predators (arthropods)",0.239
52,-1.955,103.243,40,"Island",1,"D",400,"Predators (arthropods)",0.587
53,-1.943,103.255,10,"Control",,,0,"Predators (arthropods)",0.293
54,-1.951,103.256,10,"Control",,,0,"Predators (arthropods)",0.185
55,-1.951,103.253,10,"Control",,,0,"Predators (arthropods)",0.207
56,-1.955,103.246,10,"Control",,,0,"Predators (arthropods)",0.293
1,-1.942,103.252,40,"Island",1,"A",400,"Predators (vertebrates)",0.091
2,-1.942,103.253,20,"Island",3,"ACF",99,"Predators (vertebrates)",0.14
3,-1.943,103.252,20,"Island",2,"CD",100,"Predators (vertebrates)",0.026
4,-1.943,103.253,10,"Island",1,"F",25,"Predators (vertebrates)",0.192
5,-1.945,103.252,40,"Island",1,"B",400,"Predators (vertebrates)",0.055
6,-1.945,103.253,5,"Island",1,"E",6,"Predators (vertebrates)",0.186
7,-1.945,103.255,40,"Island",3,"AEF",399,"Predators (vertebrates)",0.069
8,-1.946,103.249,5,"Island",1,"F",6,"Predators (vertebrates)",0.01
9,-1.946,103.251,10,"Island",3,"ABD",24,"Predators (vertebrates)",0.132
10,-1.946,103.252,20,"Island",0,"Z",0,"Predators (vertebrates)",0.283
11,-1.946,103.253,10,"Island",1,"D",25,"Predators (vertebrates)",0.59
12,-1.946,103.254,20,"Island",1,"C",100,"Predators (vertebrates)",0.083
13,-1.946,103.256,10,"Island",1,"E",25,"Predators (vertebrates)",0.01
14,-1.947,103.249,10,"Island",1,"C",25,"Predators (vertebrates)",0.157
15,-1.947,103.25,20,"Island",1,"B",100,"Predators (vertebrates)",0.09
16,-1.947,103.252,5,"Island",3,"ACD",6,"Predators (vertebrates)",0.034
17,-1.947,103.253,20,"Island",1,"F",100,"Predators (vertebrates)",0.036
18,-1.947,103.254,5,"Island",2,"DE",6,"Predators (vertebrates)",0.069
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"Predators (vertebrates)",0.418
20,-1.947,103.257,10,"Island",1,"B",25,"Predators (vertebrates)",0.117
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Predators (vertebrates)",0.037
22,-1.949,103.249,5,"Island",2,"BF",6,"Predators (vertebrates)",0.154
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Predators (vertebrates)",0.067
24,-1.948,103.254,40,"Island",2,"CE",400,"Predators (vertebrates)",0.679
25,-1.949,103.256,5,"Island",1,"A",6,"Predators (vertebrates)",0.052
26,-1.948,103.257,40,"Island",2,"DF",400,"Predators (vertebrates)",0.402
27,-1.95,103.246,10,"Island",2,"AE",24,"Predators (vertebrates)",0.19
28,-1.95,103.248,5,"Island",1,"B",6,"Predators (vertebrates)",0.067
29,-1.95,103.249,40,"Island",3,"BCD",399,"Predators (vertebrates)",0.008
30,-1.95,103.253,20,"Island",1,"E",100,"Predators (vertebrates)",0.918
31,-1.95,103.254,5,"Island",1,"C",6,"Predators (vertebrates)",0.03
32,-1.95,103.256,10,"Island",2,"CF",24,"Predators (vertebrates)",0.026
33,-1.95,103.257,20,"Island",3,"BDE",99,"Predators (vertebrates)",0.041
34,-1.951,103.245,10,"Island",2,"BD",24,"Predators (vertebrates)",0.424
35,-1.952,103.247,40,"Island",0,"Z",0,"Predators (vertebrates)",0.908
36,-1.951,103.248,20,"Island",2,"AF",100,"Predators (vertebrates)",0.007
37,-1.951,103.249,10,"Island",0,"Z",0,"Predators (vertebrates)",0.032
38,-1.952,103.25,20,"Island",1,"D",100,"Predators (vertebrates)",0.232
39,-1.951,103.252,5,"Island",2,"AC",6,"Predators (vertebrates)",0.282
40,-1.951,103.257,5,"Island",0,"Z",0,"Predators (vertebrates)",0.335
41,-1.953,103.244,10,"Island",1,"A",25,"Predators (vertebrates)",0.122
42,-1.953,103.245,5,"Island",1,"D",6,"Predators (vertebrates)",0.055
43,-1.95,103.259,40,"Island",1,"C",400,"Predators (vertebrates)",1
44,-1.953,103.248,5,"Island",3,"BEF",6,"Predators (vertebrates)",0.008
45,-1.953,103.249,40,"Island",1,"E",400,"Predators (vertebrates)",0.118
46,-1.954,103.242,40,"Island",2,"AB",400,"Predators (vertebrates)",0.018
47,-1.954,103.244,20,"Island",2,"BE",100,"Predators (vertebrates)",0.119
48,-1.954,103.245,10,"Island",3,"CEF",24,"Predators (vertebrates)",0.125
49,-1.954,103.247,40,"Island",1,"F",400,"Predators (vertebrates)",0.023
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Predators (vertebrates)",0.029
51,-1.954,103.249,20,"Island",1,"A",100,"Predators (vertebrates)",0.11
52,-1.955,103.243,40,"Island",1,"D",400,"Predators (vertebrates)",0.004
53,-1.943,103.255,10,"Control",,,0,"Predators (vertebrates)",0.002
54,-1.951,103.256,10,"Control",,,0,"Predators (vertebrates)",0.134
55,-1.951,103.253,10,"Control",,,0,"Predators (vertebrates)",0.004
56,-1.955,103.246,10,"Control",,,0,"Predators (vertebrates)",0.023
1,-1.942,103.252,40,"Island",1,"A",400,"1/soil C:N",0.847
2,-1.942,103.253,20,"Island",3,"ACF",99,"1/soil C:N",0.733
3,-1.943,103.252,20,"Island",2,"CD",100,"1/soil C:N",0.917
4,-1.943,103.253,10,"Island",1,"F",25,"1/soil C:N",0.845
5,-1.945,103.252,40,"Island",1,"B",400,"1/soil C:N",0.758
6,-1.945,103.253,5,"Island",1,"E",6,"1/soil C:N",0.763
7,-1.945,103.255,40,"Island",3,"AEF",399,"1/soil C:N",0.808
8,-1.946,103.249,5,"Island",1,"F",6,"1/soil C:N",0.788
9,-1.946,103.251,10,"Island",3,"ABD",24,"1/soil C:N",0.742
10,-1.946,103.252,20,"Island",0,"Z",0,"1/soil C:N",0.827
11,-1.946,103.253,10,"Island",1,"D",25,"1/soil C:N",0.932
12,-1.946,103.254,20,"Island",1,"C",100,"1/soil C:N",0.769
13,-1.946,103.256,10,"Island",1,"E",25,"1/soil C:N",0.775
14,-1.947,103.249,10,"Island",1,"C",25,"1/soil C:N",0.84
15,-1.947,103.25,20,"Island",1,"B",100,"1/soil C:N",0.815
16,-1.947,103.252,5,"Island",3,"ACD",6,"1/soil C:N",0.819
17,-1.947,103.253,20,"Island",1,"F",100,"1/soil C:N",0.832
18,-1.947,103.254,5,"Island",2,"DE",6,"1/soil C:N",0.842
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"1/soil C:N",0.872
20,-1.947,103.257,10,"Island",1,"B",25,"1/soil C:N",0.817
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"1/soil C:N",0.844
22,-1.949,103.249,5,"Island",2,"BF",6,"1/soil C:N",0.8
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"1/soil C:N",0.826
24,-1.948,103.254,40,"Island",2,"CE",400,"1/soil C:N",0.862
25,-1.949,103.256,5,"Island",1,"A",6,"1/soil C:N",0.739
26,-1.948,103.257,40,"Island",2,"DF",400,"1/soil C:N",0.822
27,-1.95,103.246,10,"Island",2,"AE",24,"1/soil C:N",0.919
28,-1.95,103.248,5,"Island",1,"B",6,"1/soil C:N",0.767
29,-1.95,103.249,40,"Island",3,"BCD",399,"1/soil C:N",0.774
30,-1.95,103.253,20,"Island",1,"E",100,"1/soil C:N",0.83
31,-1.95,103.254,5,"Island",1,"C",6,"1/soil C:N",0.855
32,-1.95,103.256,10,"Island",2,"CF",24,"1/soil C:N",0.821
33,-1.95,103.257,20,"Island",3,"BDE",99,"1/soil C:N",0.693
34,-1.951,103.245,10,"Island",2,"BD",24,"1/soil C:N",0.902
35,-1.952,103.247,40,"Island",0,"Z",0,"1/soil C:N",0.954
36,-1.951,103.248,20,"Island",2,"AF",100,"1/soil C:N",0.826
37,-1.951,103.249,10,"Island",0,"Z",0,"1/soil C:N",0.918
38,-1.952,103.25,20,"Island",1,"D",100,"1/soil C:N",0.889
39,-1.951,103.252,5,"Island",2,"AC",6,"1/soil C:N",0.901
40,-1.951,103.257,5,"Island",0,"Z",0,"1/soil C:N",0.844
41,-1.953,103.244,10,"Island",1,"A",25,"1/soil C:N",0.792
42,-1.953,103.245,5,"Island",1,"D",6,"1/soil C:N",0.767
43,-1.95,103.259,40,"Island",1,"C",400,"1/soil C:N",0.714
44,-1.953,103.248,5,"Island",3,"BEF",6,"1/soil C:N",0.931
45,-1.953,103.249,40,"Island",1,"E",400,"1/soil C:N",0.922
46,-1.954,103.242,40,"Island",2,"AB",400,"1/soil C:N",0.906
47,-1.954,103.244,20,"Island",2,"BE",100,"1/soil C:N",1
48,-1.954,103.245,10,"Island",3,"CEF",24,"1/soil C:N",0.862
49,-1.954,103.247,40,"Island",1,"F",400,"1/soil C:N",0.846
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"1/soil C:N",0.826
51,-1.954,103.249,20,"Island",1,"A",100,"1/soil C:N",0.748
52,-1.955,103.243,40,"Island",1,"D",400,"1/soil C:N",0.759
53,-1.943,103.255,10,"Control",,,0,"1/soil C:N",0.725
54,-1.951,103.256,10,"Control",,,0,"1/soil C:N",0.73
55,-1.951,103.253,10,"Control",,,0,"1/soil C:N",0.713
56,-1.955,103.246,10,"Control",,,0,"1/soil C:N",0.82
1,-1.942,103.252,40,"Island",1,"A",400,"Soil decompaction",0.667
2,-1.942,103.253,20,"Island",3,"ACF",99,"Soil decompaction",0.608
3,-1.943,103.252,20,"Island",2,"CD",100,"Soil decompaction",0.71
4,-1.943,103.253,10,"Island",1,"F",25,"Soil decompaction",0.673
5,-1.945,103.252,40,"Island",1,"B",400,"Soil decompaction",0.628
6,-1.945,103.253,5,"Island",1,"E",6,"Soil decompaction",0.639
7,-1.945,103.255,40,"Island",3,"AEF",399,"Soil decompaction",0.974
8,-1.946,103.249,5,"Island",1,"F",6,"Soil decompaction",0.618
9,-1.946,103.251,10,"Island",3,"ABD",24,"Soil decompaction",0.613
10,-1.946,103.252,20,"Island",0,"Z",0,"Soil decompaction",0.738
11,-1.946,103.253,10,"Island",1,"D",25,"Soil decompaction",0.639
12,-1.946,103.254,20,"Island",1,"C",100,"Soil decompaction",0.673
13,-1.946,103.256,10,"Island",1,"E",25,"Soil decompaction",0.667
14,-1.947,103.249,10,"Island",1,"C",25,"Soil decompaction",0.639
15,-1.947,103.25,20,"Island",1,"B",100,"Soil decompaction",0.704
16,-1.947,103.252,5,"Island",3,"ACD",6,"Soil decompaction",0.655
17,-1.947,103.253,20,"Island",1,"F",100,"Soil decompaction",0.633
18,-1.947,103.254,5,"Island",2,"DE",6,"Soil decompaction",0.655
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"Soil decompaction",0.673
20,-1.947,103.257,10,"Island",1,"B",25,"Soil decompaction",0.745
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Soil decompaction",0.608
22,-1.949,103.249,5,"Island",2,"BF",6,"Soil decompaction",0.598
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Soil decompaction",0.691
24,-1.948,103.254,40,"Island",2,"CE",400,"Soil decompaction",0.661
25,-1.949,103.256,5,"Island",1,"A",6,"Soil decompaction",0.704
26,-1.948,103.257,40,"Island",2,"DF",400,"Soil decompaction",0.576
27,-1.95,103.246,10,"Island",2,"AE",24,"Soil decompaction",0.745
28,-1.95,103.248,5,"Island",1,"B",6,"Soil decompaction",0.704
29,-1.95,103.249,40,"Island",3,"BCD",399,"Soil decompaction",0.608
30,-1.95,103.253,20,"Island",1,"E",100,"Soil decompaction",0.598
31,-1.95,103.254,5,"Island",1,"C",6,"Soil decompaction",0.628
32,-1.95,103.256,10,"Island",2,"CF",24,"Soil decompaction",0.8
33,-1.95,103.257,20,"Island",3,"BDE",99,"Soil decompaction",0.679
34,-1.951,103.245,10,"Island",2,"BD",24,"Soil decompaction",0.741
35,-1.952,103.247,40,"Island",0,"Z",0,"Soil decompaction",0.804
36,-1.951,103.248,20,"Island",2,"AF",100,"Soil decompaction",0.792
37,-1.951,103.249,10,"Island",0,"Z",0,"Soil decompaction",0.768
38,-1.952,103.25,20,"Island",1,"D",100,"Soil decompaction",0.884
39,-1.951,103.252,5,"Island",2,"AC",6,"Soil decompaction",0.679
40,-1.951,103.257,5,"Island",0,"Z",0,"Soil decompaction",0.71
41,-1.953,103.244,10,"Island",1,"A",25,"Soil decompaction",0.704
42,-1.953,103.245,5,"Island",1,"D",6,"Soil decompaction",0.661
43,-1.95,103.259,40,"Island",1,"C",400,"Soil decompaction",0.673
44,-1.953,103.248,5,"Island",3,"BEF",6,"Soil decompaction",0.679
45,-1.953,103.249,40,"Island",1,"E",400,"Soil decompaction",1
46,-1.954,103.242,40,"Island",2,"AB",400,"Soil decompaction",0.864
47,-1.954,103.244,20,"Island",2,"BE",100,"Soil decompaction",0.661
48,-1.954,103.245,10,"Island",3,"CEF",24,"Soil decompaction",0.691
49,-1.954,103.247,40,"Island",1,"F",400,"Soil decompaction",0.589
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Soil decompaction",0.784
51,-1.954,103.249,20,"Island",1,"A",100,"Soil decompaction",0.679
52,-1.955,103.243,40,"Island",1,"D",400,"Soil decompaction",0.704
53,-1.943,103.255,10,"Control",,,0,"Soil decompaction",0.65
54,-1.951,103.256,10,"Control",,,0,"Soil decompaction",0.547
55,-1.951,103.253,10,"Control",,,0,"Soil decompaction",0.731
56,-1.955,103.246,10,"Control",,,0,"Soil decompaction",0.65
1,-1.942,103.252,40,"Island",1,"A",400,"Soil P",0.049
2,-1.942,103.253,20,"Island",3,"ACF",99,"Soil P",1
3,-1.943,103.252,20,"Island",2,"CD",100,"Soil P",0.058
4,-1.943,103.253,10,"Island",1,"F",25,"Soil P",0.574
5,-1.945,103.252,40,"Island",1,"B",400,"Soil P",0.033
6,-1.945,103.253,5,"Island",1,"E",6,"Soil P",0.102
7,-1.945,103.255,40,"Island",3,"AEF",399,"Soil P",0.107
8,-1.946,103.249,5,"Island",1,"F",6,"Soil P",0.058
9,-1.946,103.251,10,"Island",3,"ABD",24,"Soil P",0.385
10,-1.946,103.252,20,"Island",0,"Z",0,"Soil P",0.067
11,-1.946,103.253,10,"Island",1,"D",25,"Soil P",0.085
12,-1.946,103.254,20,"Island",1,"C",100,"Soil P",0.256
13,-1.946,103.256,10,"Island",1,"E",25,"Soil P",0.078
14,-1.947,103.249,10,"Island",1,"C",25,"Soil P",0.091
15,-1.947,103.25,20,"Island",1,"B",100,"Soil P",0.055
16,-1.947,103.252,5,"Island",3,"ACD",6,"Soil P",0.043
17,-1.947,103.253,20,"Island",1,"F",100,"Soil P",0.353
18,-1.947,103.254,5,"Island",2,"DE",6,"Soil P",0.073
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"Soil P",0.056
20,-1.947,103.257,10,"Island",1,"B",25,"Soil P",0.1
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Soil P",0.725
22,-1.949,103.249,5,"Island",2,"BF",6,"Soil P",0.112
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Soil P",0.049
24,-1.948,103.254,40,"Island",2,"CE",400,"Soil P",0.564
25,-1.949,103.256,5,"Island",1,"A",6,"Soil P",0.084
26,-1.948,103.257,40,"Island",2,"DF",400,"Soil P",0.101
27,-1.95,103.246,10,"Island",2,"AE",24,"Soil P",0.606
28,-1.95,103.248,5,"Island",1,"B",6,"Soil P",0.293
29,-1.95,103.249,40,"Island",3,"BCD",399,"Soil P",0.066
30,-1.95,103.253,20,"Island",1,"E",100,"Soil P",0.056
31,-1.95,103.254,5,"Island",1,"C",6,"Soil P",0.565
32,-1.95,103.256,10,"Island",2,"CF",24,"Soil P",0.102
33,-1.95,103.257,20,"Island",3,"BDE",99,"Soil P",0.182
34,-1.951,103.245,10,"Island",2,"BD",24,"Soil P",0.079
35,-1.952,103.247,40,"Island",0,"Z",0,"Soil P",0.22
36,-1.951,103.248,20,"Island",2,"AF",100,"Soil P",0.088
37,-1.951,103.249,10,"Island",0,"Z",0,"Soil P",0.477
38,-1.952,103.25,20,"Island",1,"D",100,"Soil P",0.104
39,-1.951,103.252,5,"Island",2,"AC",6,"Soil P",0.251
40,-1.951,103.257,5,"Island",0,"Z",0,"Soil P",0.074
41,-1.953,103.244,10,"Island",1,"A",25,"Soil P",0.093
42,-1.953,103.245,5,"Island",1,"D",6,"Soil P",0.055
43,-1.95,103.259,40,"Island",1,"C",400,"Soil P",0.13
44,-1.953,103.248,5,"Island",3,"BEF",6,"Soil P",0.077
45,-1.953,103.249,40,"Island",1,"E",400,"Soil P",0.1
46,-1.954,103.242,40,"Island",2,"AB",400,"Soil P",0.123
47,-1.954,103.244,20,"Island",2,"BE",100,"Soil P",0.079
48,-1.954,103.245,10,"Island",3,"CEF",24,"Soil P",0.403
49,-1.954,103.247,40,"Island",1,"F",400,"Soil P",0.086
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Soil P",0.094
51,-1.954,103.249,20,"Island",1,"A",100,"Soil P",0.057
52,-1.955,103.243,40,"Island",1,"D",400,"Soil P",0.773
53,-1.943,103.255,10,"Control",,,0,"Soil P",0.4
54,-1.951,103.256,10,"Control",,,0,"Soil P",0.051
55,-1.951,103.253,10,"Control",,,0,"Soil P",0.059
56,-1.955,103.246,10,"Control",,,0,"Soil P",0.044
1,-1.942,103.252,40,"Island",1,"A",400,"Pollination rate",0.21
2,-1.942,103.253,20,"Island",3,"ACF",99,"Pollination rate",0.141
3,-1.943,103.252,20,"Island",2,"CD",100,"Pollination rate",0.547
4,-1.943,103.253,10,"Island",1,"F",25,"Pollination rate",0.553
5,-1.945,103.252,40,"Island",1,"B",400,"Pollination rate",0.11
6,-1.945,103.253,5,"Island",1,"E",6,"Pollination rate",0.399
7,-1.945,103.255,40,"Island",3,"AEF",399,"Pollination rate",0.69
8,-1.946,103.249,5,"Island",1,"F",6,"Pollination rate",0.163
9,-1.946,103.251,10,"Island",3,"ABD",24,"Pollination rate",0.364
10,-1.946,103.252,20,"Island",0,"Z",0,"Pollination rate",0.251
11,-1.946,103.253,10,"Island",1,"D",25,"Pollination rate",0.445
12,-1.946,103.254,20,"Island",1,"C",100,"Pollination rate",0.553
13,-1.946,103.256,10,"Island",1,"E",25,"Pollination rate",0
14,-1.947,103.249,10,"Island",1,"C",25,"Pollination rate",0.575
